"","Brand","Variety","Style","Country","Stars","Top.Ten","perc_salt"
"931","Ottogi","Sesame Flavor Ramen Korean Style Instant Noodle","Pack","South Korea",4.25,"",16.5925411478649
"932","Master Kong","Seafood Flavour Instant Cooking Noodles","Pack","China",4.25,"",18.294472884307
"933","Wei Lih","Instant Noodles With Onion Flavour","Pack","Taiwan",4.25,"",20.075234513411
"934","No Name","Shrimp Flavour Oriental Noodles And Soup Mix","Cup","Canada",2.75,"",19.0386336595909
"935","New Way","Spaghetti Instant Noodles","Tray","Vietnam",4,"",19.6281360244585
"936","Lucky Me!","Supreme Jjamppong Korean Style Spicy Seafood Soup","Bowl","Philippines",3.75,"",21.0027510391019
"937","Hao Way","Vegetarian Penang Laksa Instant Bowl Noodles","Bowl","Malaysia",2,"",17.2549072708601
"938","Emart","Dare You! Habanero Jjajang Ramen","Cup","South Korea",3.5,"",19.4979360466417
"939","Campbell's","Hearty Noodles Savoury Beef Flavour","Cup","Canada",0.25,"",8.73314429494371
"940","One Dish Asia","Japanese Ramen Noodle","Bowl","USA",0,"",6.45506516140674
"941","Long Jun Hang","Taiwan Dried Noodles With Onion Oil Sauce","Pack","Taiwan",2,"",16.8931010880859
"942","Pama","Bihun Creamy Tom Yam Flavour","Cup","Malaysia",3.75,"",20.3897355690616
"943","A-Sha Dry Noodle","Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce","Pack","Taiwan",5,"2015 #10",17.9042332456118
"944","Thai Chef","Instant Nudelsuppe Huhn Geschmack","Pack","Germany",3,"",18.6288330265948
"945","Shan","Shoop Instant Noodles Masala Flavour","Pack","Pakistan",3.25,"",19.9294558115221
"946","Wai Wai","Quick Zabb Tom Klong Flavour Instant Noodles","Pack","Thailand",2.75,"",18.5362004424024
"947","Samyang Foods","Shoyu Noodle","Cup","South Korea",3.5,"",19.8458585585185
"948","A-One","Mi Ly Instant Noodles Mi Bo Beef Flavor","Cup","Vietnam",3.5,"",19.1539211673727
"949","Cintan","Mi Segera Mmm... Perisa Kari","Pack","Malaysia",3,"",21.2035912074841
"950","Nissin","Donbei Tempura Soba Mini","Bowl","Japan",4,"",19.7308401272531
"951","Nongshim","Korean Clay Pot Ramyun","Bowl","China",2.5,"",19.1990061589281
"952","Hao Way","Penang Laksa Instant Bowl Noodles","Bowl","Malaysia",3.5,"",20.5763541257854
"953","Azami","Kimchee Noodle Soup","Cup","Canada",0,"",5.28937313306633
"954","Vedan","Wei Wei A Instant Noodles Hot Beef Flavour","Bowl","Taiwan",2.5,"",19.2446841432436
"955","Nissin","Gonbuto Kistune Udon","Bowl","Japan",2.75,"",17.9730035670646
"956","Mama","Instant Rice Noodle Soup Spicy Shrimp Flavour","Bowl","Thailand",5,"",18.3194065373111
"957","Baixiang Noodles","Artificial Pork Flavour","Pack","China",3,"",20.5123879347456
"958","MyKuali","Penang White Curry Noodle (New Improved Tatse)","Pack","Malaysia",5,"",17.2390884999207
"959","Nongshim","Quick2 Hot & Spicy Noodle Soup With Habanero & Lime","Pack","USA",4,"",19.8205066952279
"960","Myojo","MenWhite Creamy Tonkotsu","Bowl","Japan",3,"",18.6163651542986
"961","Premiere","Gold Penang Asam Laksa Bihun","Pack","Malaysia",3.25,"",21.4508135506283
"962","Nissin","Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base","Pack","Singapore",3.75,"",20.60849544601
"963","Deshome","Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor","Pack","Taiwan",2.5,"",15.2403088961775
"964","MyKuali","Penang Hokkien Prawn Noodle (New Improved Taste)","Pack","Malaysia",5,"2015 #7",19.1736229627539
"965","Unif-100","Instant Noodles Artificial Spicy Beef Flavor (New Package)","Pack","China",3.5,"",18.6508641110621
"966","Hankow","Shanghai Kaiyang Noodle","Pack","China",4,"",19.8903240388918
"967","The Bridge","Penang White Curry Noodle","Pack","Malaysia",5,"",17.1163201931901
"968","Maruchan","Kaoru Maitake Tempura Udon","Bowl","Japan",3.25,"",19.5820035532686
"969","Shan","Shoop Instant Noodles Spicy Lemon Flavour","Pack","Pakistan",3.25,"",17.7212694939215
"970","Lucky Me!","Supreme Seafood Flavor Big Cup","Bowl","Philippines",4,"",20.9529320185678
"971","Paldo Vina","Koreno Premium Ginseng Flavor","Pack","Vietnam",3,"",18.1258342762444
"972","Mitoku","Brown Rice Ramen","Pack","Japan",0.25,"",7.48431378794381
"973","Hao Way","Penang Vegetarian Prawn Instant Noodles","Pack","Malaysia",4.5,"",19.7357333877293
"974","Myojo","Nyumen Desse Shoyu","Bowl","Japan",2.75,"",19.1843322409977
"975","Maggi","Perencah Kari Letup Mi Segera","Pack","Malaysia",4,"",18.7881518279072
"976","Nissin","Demae Iccho Mushroom With Vegetables Flavour Macaroni","Pack","Hong Kong",3.5,"",21.4579712286227
"977","Unzen","Mushroom Honpo Shiitake Nutritious Noodle","Pack","Japan",1,"",13.0505175455362
"978","Salam Mie","Mi Goreng Ala Jawa Dengan Sambal Cabe Asli","Pack","Indonesia",5,"",16.5421831793469
"979","Vina Acecook","Mikochi Tom Yum Flavor Instant Noodles","Pack","Vietnam",3.5,"",19.6505017813073
"980","Nongshim","Jinjja Jinjja (New)","Pack","South Korea",5,"",19.5012865694261
"981","Chering Chang","Instant Non-Fried Noodles Shallot Pork Flavour","Pack","Taiwan",5,"",19.1382522976059
"982","Nissin","Top Ramen Super Noodles Tomato","Pack","India",3.5,"",18.3099984161108
"983","Mama","Cup Rice Vermicelli Shrimp Creamy Tom Yum","Cup","Thailand",4,"",19.2716383721386
"984","Nissin","Original Chow Mein Premium Spicy Chicken Flavor","Tray","USA",4,"",19.6343097285066
"985","Uncle Sun","White Curry Noodle More Spicy","Pack","Malaysia",3,"",18.5911834819566
"986","JML","Emporer Instant Noodles Spicy Chicken","Pack","China",5,"",18.6961846624896
"987","Acecook","Jan Jan Dashi Shoyu Yakisoba","Cup","Japan",2.25,"",18.2720293398753
"988","Nongshim","Tteokgukmyun","Pack","South Korea",4.25,"",19.9810235750557
"989","Mom's Dry Noodle","Vegan Chilli With Sesame Sauce","Pack","Taiwan",5,"",18.7595850083986
"990","Mi E-Zee","Perisa Sayuran","Pack","Malaysia",3.5,"",18.6283852737175
"991","Mi E-Zee","Perisa Kari Sayuran","Pack","Malaysia",3.75,"",19.2621646512503
"992","E-mi","Mi Perencah Ayam Jagung","Pack","Malaysia",3.75,"",20.6393656599133
"993","Mi E-Zee","Perisa Bayam","Pack","Malaysia",3.5,"",19.3006303586527
"994","Mi E-Zee","Plain Noodles","Pack","Malaysia",NA,"",17
"995","J.J.","Snek Mi Perisa Ayam","Pack","Malaysia",3.75,"",20.7951396097479
"996","CarJEN","Nyonya Curry Laksa","Pack","Malaysia",5,"2015 #4",17.2221190500219
"997","E-mi","Mi Perencah Asam Pedas","Pack","Malaysia",3.75,"",20.5953405958187
"998","J.J.","Snek Mi Perisa BBQ","Pack","Malaysia",4,"",19.8602878627473
"999","Mi E-Zee","Perisa Kari / Curry Flavour","Pack","Malaysia",4,"",20.1960296383803
"1000","United","3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor","Pack","Vietnam",2.75,"",18.1050697332664
"1001","Emart","Dare You! Habanero Ramen (New Edition)","Pack","South Korea",3.75,"",18.5701853833945
"1002","Curry Prince","Penang Authentic White Curry Noodle","Pack","Malaysia",4,"",21.3752173227153
"1003","Nissin","Gonbuto Tempura Udon","Bowl","Japan",4,"",19.2108161066476
"1004","Mama","Pork Flavour Whole Wheat Noodle","Pack","Thailand",3.75,"",18.9983063240646
"1005","Maggi","Authentic Indian Noodles Vegetable Atta Masala","Pack","India",3.75,"",19.995443503531
"1006","Paldo","Jjajangmen Chajang Noodle King Bowl","Bowl","South Korea",5,"",19.3446260531953
"1007","Chering Chang","Steam Vegetarian Flavor Noodles","Pack","Taiwan",3.5,"",22.2332906262393
"1008","Hao Way","Penang White Curry Instant Bowl Noodles","Bowl","Malaysia",4.75,"",19.9150440027839
"1009","Master Kong","Artificial Seafood Flavor Instant Noodle","Pack","China",3.75,"",20.7583056801914
"1010","Econsave","Choice Instant Noodles Curry Flavour","Pack","Malaysia",3.5,"",18.7578000514443
"1011","Maruchan","Big Cup Ramen Corn, Salt & Butter Flavor","Bowl","Japan",5,"",18.6555036847723
"1012","Maggi","Mi Goreng Perencah Kari Ori","Pack","Malaysia",4,"",20.1607987360691
"1013","Mama","Instant Noodles Cup Beef Flavour","Cup","Thailand",3.5,"",20.4661652360628
"1014","Nissin","Emergency Cup Noodle","Cup","Japan",4.25,"",18.440098785278
"1015","Nissin","Cup Noodles Tomato Enjoy Noodles With Hot Soup","Cup","India",3.25,"",19.5762331922963
"1016","Oyatsu","Baby Star Snack Noodle Chicken Flavour","Pack","Japan",2.5,"",17.8247998552258
"1017","A-One","Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor","Cup","Vietnam",3,"",19.08991632793
"1018","Nongshim","Shin Ramyun Noodle Soup (New Edition)","Pack","USA",4.25,"",20.5003877917786
"1019","Koka","Purple Wheat Noodles Soy & Vinegar Flavor","Pack","Singapore",2.75,"",20.7734946037792
"1020","Uncle Sun","White Curry Noodle","Pack","Malaysia",4.5,"",19.1777238745945
"1021","Kin-Dee","Instant Rice Noodle Spicy Seafood","Tray","Thailand",3.75,"",19.8134302403872
"1022","Master Kong","Spicy Beef Flavor Instant Noodle","Pack","China",4,"",17.782825634269
"1023","No Name","Beef Flavour Oriental Noodles And Soup Mix","Cup","Canada",2,"",17.5907253381443
"1024","Hao Way","Penang Laksa ","Pack","Malaysia",3.5,"",20.2491990080181
"1025","Ching's Secret","Hot Garlic Instant Noodles","Pack","India",3.75,"",20.6367562037963
"1026","Ko-Lee","Instant Noodles Taste Sensation Mixed Vegetable Flavour","Pack","UK",3.5,"",20.9008468027174
"1027","ICA","Asia Fast Noodles Snabbnudlar Räksmak","Pack","Sweden",3,"",18.0260322268073
"1028","Mamee","Mi Segera Perisa Itik","Pack","Malaysia",3.75,"",17.9478473328571
"1029","Bamee","Oriental Style Instant Noodles Pa-Lo Duck Flavour","Pack","Thailand",3.5,"",19.4648445772875
"1030","Myojo","Men Black Seafood Tonkotsu","Bowl","Japan",3.5,"",20.8330578386538
"1031","Ibumie","Penang White CurryMee","Pack","Malaysia",5,"",17.9229544681284
"1032","Sapporo Ichiban","Chow Mein Japanese Style Noodles Yakisoba","Pack","Canada",5,"",20.0936833140951
"1033","Samyang Foods","Curry Noodle","Cup","Japan",3.75,"",21.2434836752971
"1034","Vedan","Volcano Spicy Pork Noodle","Bowl","Taiwan",4.25,"",19.2903048035025
"1035","Nissin","Demae Rice Vermicelli Beef Flavour","Pack","Hong Kong",3.5,"",21.2240515415321
"1036","Nanyang Chef","Penang Asam Pedas Hot & Sour Noodle","Pack","Malaysia",5,"",18.2205799442701
"1037","Thai Pavilion","Pad Thai Instant rice Noodles & Sauce","Tray","USA",1.5,"",15.6751926831057
"1038","Maggi","2 Minute Noodles Hungrooo Masala Spicy","Pack","India",3.75,"",18.9131585717879
"1039","Koka","Noodles Beef Flavour","Cup","Singapore",2.5,"",17.1473431251521
"1040","Wu-Mu","Steam Pork Flavour","Pack","Taiwan",3.75,"",20.5335219595178
"1041","Unif-100","Instant Noodles Artificial Shallot Beef Flavour","Pack","China",4.25,"",19.7293056138474
"1042","New Touch","Kimchi Noodle","Bowl","Japan",3.5,"",19.2650960305454
"1043","Sau Tao","Oat Noodle Tomato Soup Flavored","Pack","Hong Kong",4.5,"",20.3828763951549
"1044","Wai Wai","Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles","Pack","Thailand",3.75,"",21.6577941727261
"1045","Paldo Vina","Koreno Premium Shrimp Flavor","Pack","Vietnam",3.25,"",19.2895138632493
"1046","Sau Tao","Oat Noodle Pork Rib Flavored","Pack","Hong Kong",3.5,"",19.4456558638663
"1047","Vit's","Seafood Instant Noodles","Pack","Malaysia",3.75,"",19.1768719661013
"1048","Miliket","Sate Flavor Instant Noodles","Pack","Vietnam",3.75,"",20.4742356341081
"1049","Lucky Me!","Special Instant Noodles Jjamppong Flavor","Pack","Philippines",4.5,"",20.2941479796937
"1050","Lucky Me!","Special Instant sopas Chicken Flavor","Pack","Philippines",3.75,"",20.9186158808603
"1051","Lucky Me!","Spicy Beef Mami Instant Noodle Soup","Pack","Philippines",4,"",20.3540584222171
"1052","Lucky Me!","Special Instant Curly Spaghetti With Yummy Red Sauce","Pack","Philippines",4,"",19.5912848196191
"1053","Lucky Me!","Supreme Pinoy Chicken Instant Noodles","Cup","Philippines",3.25,"",19.91393913563
"1054","Lucky Me!","Special Baked Mac Style Instant Macaroni","Pack","Philippines",4.5,"",19.4373245875653
"1055","Lucky Me!","La Paz Batchoy Instant Noodle Soup","Pack","Philippines",3.75,"",18.6375175270697
"1056","Pama","Instant Kua Teow Tom Yam","Cup","Malaysia",3.75,"",20.1980335839024
"1057","Nissin","Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base","Pack","Singapore",3.5,"",19.4530329987919
"1058","Paldo","Jjamppong Seafood Noodle King Bowl","Bowl","South Korea",5,"",17.5940630153861
"1059","Vifon","Instant Porridge Seafood Flavour","Pack","Vietnam",3.25,"",18.9370680512835
"1060","Maruchan","Gotsumori Sauce Yakisoba","Tray","Japan",5,"2015 #9",16.936077947085
"1061","Yum Yum","Oriental Style Instant Noodles Wasabi Flavour","Pack","Thailand",3,"",19.5152393900542
"1062","Ching's Secret","Manchurian Instant Noodles","Pack","India",3.5,"",18.5020864958179
"1063","Mamee","Chef Gold Recipe Bihun Kari Seribu Rasa","Pack","Malaysia",4.5,"",17.4319592735961
"1064","Katoz","Instant Noodles Spicy Chili","Pack","Sweden",3.5,"",19.9678994474624
"1065","Men-Sunaoshi","Miso Ramen","Pack","Japan",3.75,"",19.6315492623076
"1066","Nongshim","Neoguri Udon Seafood & Mild","Pack","South Korea",4,"",19.5800667882581
"1067","Maggi","Royale Penang Seafood Curry","Pack","Malaysia",4.5,"",17.2940970116522
"1068","Mama","Instant Noodles Tom Yum Pork Flavour","Pack","Thailand",4,"",20.2039710831761
"1069","Chewy","Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour","Pack","Hong Kong",1.75,"",15.449591892697
"1070","Long Jun Hang","Tainan Yi Mien With Sesame Oil Sauce","Pack","Taiwan",3.25,"",17.4069598307164
"1071","Knorr","Quick Serve Macaroni Wonton Broth","Pack","Hong Kong",3.25,"",20.2385119123245
"1072","Nissin","Donbei Kitsune Udon Mini","Bowl","Japan",3.5,"",19.2298694327807
"1073","Mamee","Chef Gold Recipe Mi Kari Seribu Rasa","Pack","Malaysia",5,"2015 #6",18.4436535922033
"1074","Nissin","Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base","Pack","Singapore",3.5,"",19.6853424740987
"1075","Nissin","Cup Noodles Mug Noodles Spicy Vegetable","Pack","India",3.75,"",18.9845805090505
"1076","Shan","Shoop Instant Noodles BBQ Flavour","Pack","Pakistan",3.25,"",19.7616532495535
"1077","Master Kong","Stewed Beef Flavor Cooking Noodle","Pack","China",4.25,"",20.158108881912
"1078","Nongshim","Bowl Noodle Soup Shrimp Habanero Lime Flavor","Bowl","USA",3.25,"",18.3577220280848
"1079","JML","Artificial Pork Flavor Noodles","Pack","China",4,"",20.5175271230559
"1080","Acecook","Ohmori Chukafu Yakisoba","Tray","Japan",3.25,"",18.7071820565921
"1081","MyKuali","Penang Red Tom Yum Goong Noodle","Pack","Malaysia",5,"2015 #1",18.9348842772586
"1082","United","Instant Noodles Xi Gon Artificial Stewed Beef Flavor","Pack","Vietnam",3.25,"",19.7137867707061
"1083","Samyang Foods","Sogokimyun Hot Flavor Noodle Soup","Pack","South Korea",3.5,"",20.3369428968606
"1084","Nissin","Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup","Cup","USA",3.5,"",17.9151308790425
"1085","Master Kong","Mianba Pork Ribs Flavor Instant Noodles","Pack","China",4.5,"",16.2400546880746
"1086","Super","Instant Noodles Mee Goreng","Cup","Malaysia",3.75,"",19.8089730501471
"1087","Indomie","Pop Mie Chicken Flavour Cup Noodles","Cup","Indonesia",3.5,"",18.1670486873973
"1088","Maruchan","Magomi-an Kitsune Udon (Eastern Japan Flavor)","Bowl","Japan",4.25,"",19.7268279445916
"1089","Wai Wai","Quick Zabb Tom Yum Shrimp Flavour Instant Noodles","Pack","Thailand",4,"",21.1090531849952
"1090","Ottogi","Potato Ramen","Pack","South Korea",3.75,"",20.2808061032381
"1091","Nissin","Soba Chili Noodles With Japanese Yakisoba Sauce","Cup","Germany",3.5,"",19.1615646452887
"1092","Maggi","Multigrainz Noodles Spice Remix","Pack","India",3.25,"",18.9698884165771
"1093","Mom's Dry Noodle","Sichuan Spicy Flavor","Pack","Taiwan",5,"",18.8833686136174
"1094","ICA","Asia Snabbnudlar Kycklingsmak","Pack","Sweden",3.25,"",19.3149384255044
"1095","Mom's Dry Noodle","Onion Oil & Shrimp Flavor","Pack","Taiwan",5,"",19.872775699255
"1096","Nongshim","Spicy Tonkotsu Noodle Soup","Pack","USA",5,"",17.8727551035931
"1097","Ibumie","Mee Baa..Gus Mi Goreng Spicier Original Flavour","Pack","Malaysia",3.75,"",20.8145293822565
"1098","Four Seas","Hot & Spicy Instant Noodle (Mushroom & Beef Flavour)","Pack","Hong Kong",4,"",21.2514624392193
"1099","Maruchan","I Want To Eat Ramen' Shoyu Flavor","Pack","Japan",4,"",18.4021438578718
"1100","Master Kong","Mushroom Stew Chicken Ramen","Pack","China",3.5,"",18.5202418271554
"1101","Paldo","Jjol Bibim Men","Pack","South Korea",4,"",21.4421453955932
"1102","Nissin","Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup","Cup","USA",3.5,"",20.6458647964483
"1103","Ruski","Tom Yam Flavour Instant Noodles","Pack","Thailand",4,"",19.0637798924984
"1104","Mama","Instant Noodles Moo Nam Tok Flavour","Pack","Thailand",4,"",21.0287061352354
"1105","Thai Chef","Instant Nudelsuppe Shrimp Flavour","Pack","Germany",3.5,"",19.9654706375717
"1106","Bamee","Cup Oriental Style Instant Noodles Chicken Flavour","Cup","Thailand",3.25,"",19.0347804358901
"1107","Mama","Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack","Pack","Thailand",4,"",20.2152668599634
"1108","Mama","Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme)","Cup","Thailand",5,"",18.8163421976889
"1109","Ruski","Chicken Masala Flavour Instant Fried Noodles","Pack","Thailand",3.75,"",18.4820918405884
"1110","Mama","Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack","Pack","Thailand",5,"2013 #10",18.5735140446944
"1111","Mama","Instant Cup Noodles Spicy Cheese Flavour","Cup","Thailand",3.5,"",20.9572356467947
"1112","Bamee","Oriental Style Instant Noodles Beef Flavour","Pack","Germany",3.25,"",20.0107981596969
"1113","Mama","Instant Cup Noodles Seafood Pad Kee Mao Flavour","Cup","Thailand",5,"",19.5501886250215
"1114","Ruski","Creamy Tom Yam Instant Noodles","Pack","Thailand",4.5,"",18.5082561344457
"1115","Mama","Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack","Pack","Thailand",5,"2015 #8",19.2022260728361
"1116","Thai Chef","Shrimp ""Tom Yum"" Instant Nudelsuppe","Pack","Germany",3.5,"",19.061744866766
"1117","Nanyang Chef","Penang White curry Noodle With Nanyang Chilli Paste","Pack","Malaysia",4.75,"",19.7559739040779
"1118","Maruchan","Instant Lunch California Vegetable Ramen Noodles With Vegetables","Cup","USA",3.5,"",20.5239842235234
"1119","Wei Lih","Steam Instant Noodles Korean Salt & Rib Soup Flavour","Bowl","Taiwan",2.25,"",18.5832853565514
"1120","Nissin","Cup Noodles Black Pepper Crab Flavour","Cup","Singapore",4,"",18.9619176950899
"1121","Nissin","Premium Instant Noodles Spicy Beef Flavour","Pack","Singapore",3.75,"",18.8885254917229
"1122","Nissin","Cup Noodles Tom Yam Veg Flavour","Cup","Singapore",4,"",21.5220977818835
"1123","Nissin","Premium Instant Noodles Roasted Beef Flavour","Bowl","Singapore",3.75,"",20.1343372486199
"1124","Nissin","Chu Qian Yi Ding Sesame Oil Flavour","Pack","Singapore",3.75,"",20.5763269991673
"1125","Nissin","Cup Noodles Chicken Flavour","Cup","Singapore",3.5,"",18.7005617425702
"1126","Nissin","Premium Instant Noodles XO Sauce Seafood Flavour","Pack","Singapore",3.75,"",19.7044881297828
"1127","Nissin","Cup Noodles Chilli Crab Flavour","Cup","Singapore",4,"",19.6175669475411
"1128","Nissin","Japanese Ramen Kyushu Black Instant Noodles With Soup Base","Pack","Singapore",5,"",19.5984373846176
"1129","Nissin","Premium Instant Noodles Spicy Beef Flavour","Bowl","Singapore",3.75,"",21.101743351416
"1130","Nissin","Cup Noodles Tom Yam Seafood Flavour","Cup","Singapore",4,"",20.5681559400883
"1131","Nissin","Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base","Pack","Singapore",5,"",17.9708767340594
"1132","Nissin","Cup Noodles Seafood Curry Flavour","Cup","Singapore",4,"",19.7392046909406
"1133","Nissin","Premium Instant Noodles Roasted Beef Flavour","Pack","Singapore",4.25,"",19.9305032248057
